Date,Time,ESP32 Temp 1,ESP32 Temp 2,ESP32 Set Point,ESP32 Tree Range,
04/01/2022,08:17:03,68,68,60,20,
04/01/2022,08:27:03,68,68,60,20,
04/01/2022,08:37:03,68,69,60,20,
04/01/2022,08:47:03,68,69,60,20,
04/01/2022,08:57:03,68,69,60,20,
04/01/2022,09:07:03,69,69,60,20,
04/01/2022,09:17:03,69,69,60,20,
04/01/2022,09:27:03,69,69,60,20,
04/01/2022,09:37:03,69,70,60,20,
04/01/2022,09:47:03,69,70,60,20,
04/01/2022,09:57:03,69,70,60,20,
04/01/2022,10:07:03,69,70,60,20,
04/01/2022,10:17:03,69,70,60,20,
04/01/2022,10:27:03,69,70,60,20,
04/01/2022,10:37:03,69,70,60,20,
04/01/2022,10:47:03,70,70,60,20,
04/01/2022,10:57:03,70,70,60,20,
04/01/2022,11:07:03,70,71,60,20,
04/01/2022,11:17:03,70,71,60,20,
04/01/2022,11:27:03,70,71,60,20,
04/01/2022,11:37:03,70,71,60,20,
04/01/2022,11:47:03,70,71,60,20,
04/01/2022,11:57:03,70,71,60,20,
04/01/2022,12:07:03,70,71,60,20,
04/01/2022,12:17:03,70,71,60,20,
04/01/2022,12:27:03,71,71,60,20,
04/01/2022,12:37:03,71,71,60,20,
04/01/2022,12:47:03,71,71,60,20,
04/01/2022,12:57:03,71,72,60,20,
04/01/2022,13:07:03,71,72,60,20,
04/01/2022,13:17:03,71,72,60,20,
04/01/2022,13:27:03,71,72,60,20,
04/01/2022,13:37:03,71,72,60,20,
04/01/2022,13:47:03,71,72,60,20,
04/01/2022,13:57:03,72,72,60,20,
04/01/2022,14:07:03,72,72,60,20,
04/01/2022,14:17:03,72,72,60,20,
04/01/2022,14:27:03,72,73,60,20,
04/01/2022,14:37:03,72,73,60,20,
04/01/2022,14:47:03,72,73,60,20,
04/01/2022,14:57:03,72,73,60,20,
04/01/2022,15:07:03,72,73,60,20,
04/01/2022,15:17:03,72,73,60,20,
04/01/2022,15:27:03,72,73,60,20,
04/01/2022,15:37:03,72,73,60,20,
04/01/2022,15:47:03,72,73,60,20,
04/01/2022,15:57:03,73,73,60,20,
04/01/2022,16:07:03,73,73,60,20,
04/01/2022,16:17:03,73,74,60,20,
04/01/2022,16:27:03,73,74,60,20,
04/01/2022,16:37:03,73,74,60,20,
04/01/2022,16:47:03,73,74,60,20,
04/01/2022,16:57:03,73,74,60,20,
04/01/2022,17:07:03,73,74,60,20,
04/01/2022,17:17:03,73,74,60,20,
04/01/2022,17:27:03,73,74,60,20,
04/01/2022,17:37:03,73,74,60,20,
04/01/2022,17:47:03,73,74,60,20,
04/01/2022,17:57:03,73,74,60,20,
04/01/2022,18:07:03,73,74,60,20,
04/01/2022,18:17:03,73,74,60,20,
04/01/2022,18:27:03,73,74,60,20,
04/01/2022,18:37:03,73,74,60,20,
04/01/2022,18:47:03,73,74,60,20,
04/01/2022,18:57:03,73,74,60,20,
04/01/2022,19:07:03,73,74,60,20,
04/01/2022,19:17:03,73,74,60,20,
04/01/2022,19:27:03,73,74,60,20,
04/01/2022,19:37:03,73,74,60,20,
04/01/2022,19:47:03,73,74,60,20,
04/01/2022,19:57:03,73,74,60,20,
04/01/2022,20:07:03,73,74,60,20,
04/01/2022,20:17:03,73,74,60,20,
04/01/2022,20:27:03,73,74,60,20,
04/01/2022,20:37:03,73,74,60,20,
04/01/2022,20:47:03,73,74,60,20,
04/01/2022,20:57:03,73,74,60,20,
04/01/2022,21:07:03,73,74,60,20,
04/01/2022,21:17:03,73,74,60,20,
04/01/2022,21:27:03,73,74,60,20,
04/01/2022,21:37:03,73,74,60,20,
04/01/2022,21:47:03,73,74,60,20,
04/01/2022,21:57:03,73,74,60,20,
04/01/2022,22:07:03,73,74,60,20,
04/01/2022,22:17:03,73,74,60,20,
04/01/2022,22:27:03,73,74,60,20,
04/01/2022,22:37:03,73,74,60,20,
04/01/2022,22:47:03,73,74,60,20,
04/01/2022,22:57:03,73,74,60,20,
04/01/2022,23:07:03,72,74,60,20,
04/01/2022,23:17:03,72,74,60,20,
04/01/2022,23:27:03,72,73,60,20,
04/01/2022,23:37:03,72,73,60,20,
04/01/2022,23:47:03,72,73,60,20,
04/01/2022,23:57:03,71,73,60,20,
04/02/2022,00:07:03,71,73,60,20,
04/02/2022,00:17:03,71,73,60,20,
04/02/2022,00:27:03,71,72,60,20,
04/02/2022,00:37:03,71,72,60,20,
04/02/2022,00:47:03,71,72,60,20,
04/02/2022,00:57:03,70,72,60,20,
04/02/2022,01:07:03,70,72,60,20,
04/02/2022,01:17:03,70,72,60,20,
04/02/2022,01:27:03,70,72,60,20,
04/02/2022,01:37:03,70,72,60,20,
04/02/2022,01:47:03,70,71,60,20,
04/02/2022,01:57:03,70,71,60,20,
04/02/2022,02:07:03,70,71,60,20,
04/02/2022,02:17:03,70,71,60,20,
04/02/2022,02:27:03,69,71,60,20,
04/02/2022,02:37:03,69,71,60,20,
04/02/2022,02:47:03,69,71,60,20,
04/02/2022,02:57:03,69,71,60,20,
04/02/2022,03:07:03,69,70,60,20,
04/02/2022,03:17:03,69,70,60,20,
04/02/2022,03:27:03,68,70,60,20,
04/02/2022,03:37:03,68,70,60,20,
04/02/2022,03:47:03,68,70,60,20,
04/02/2022,03:57:03,68,70,60,20,
04/02/2022,04:07:03,68,70,60,20,
04/02/2022,04:17:03,68,70,60,20,
04/02/2022,04:27:03,68,69,60,20,
04/02/2022,04:37:03,67,69,60,20,
04/02/2022,04:47:03,67,69,60,20,
04/02/2022,04:57:03,67,69,60,20,
04/02/2022,05:07:03,67,69,60,20,
04/02/2022,05:17:03,67,69,60,20,
04/02/2022,05:27:03,67,69,60,20,
04/02/2022,05:37:03,67,69,60,20,
04/02/2022,05:47:03,67,68,60,20,
04/02/2022,05:57:03,66,68,60,20,
04/02/2022,06:07:03,66,68,60,20,
04/02/2022,06:17:03,66,68,60,20,
04/02/2022,06:27:03,66,68,60,20,
04/02/2022,06:37:03,66,68,60,20,
04/02/2022,06:47:03,66,68,60,20,
04/02/2022,06:57:03,66,68,60,20,
04/02/2022,07:07:03,67,68,60,20,
04/02/2022,07:17:03,67,68,60,20,
04/02/2022,07:27:03,67,68,60,20,
04/02/2022,07:37:03,67,68,60,20,
04/02/2022,07:47:03,68,68,60,20,
04/02/2022,07:57:03,68,68,60,20,
04/02/2022,08:07:03,68,68,60,20,
04/02/2022,08:17:03,67,68,60,20,
04/02/2022,08:27:03,67,69,60,20,
04/02/2022,08:37:03,68,69,60,20,
04/02/2022,08:47:03,68,69,60,20,
04/02/2022,08:57:03,68,69,60,20,
04/02/2022,09:07:03,68,69,60,20,
04/02/2022,09:17:03,68,69,60,20,
04/02/2022,09:27:03,68,69,60,20,
04/02/2022,09:37:03,68,69,60,20,
04/02/2022,09:47:03,68,69,60,20,
04/02/2022,09:57:03,68,69,60,20,
04/02/2022,10:07:03,68,69,60,20,
04/02/2022,10:17:03,68,69,60,20,
04/02/2022,10:27:03,68,69,60,20,
04/02/2022,10:37:03,68,69,60,20,
04/02/2022,10:47:03,68,69,60,20,
04/02/2022,10:57:03,68,69,60,20,
04/02/2022,11:07:03,68,69,60,20,
04/02/2022,11:17:03,68,69,60,20,
04/02/2022,11:27:03,68,69,60,20,
04/02/2022,11:37:03,68,69,60,20,
04/02/2022,11:47:03,69,69,60,20,
04/02/2022,11:57:03,69,69,60,20,
04/02/2022,12:07:03,69,69,60,20,
04/02/2022,12:17:03,69,69,60,20,
04/02/2022,12:27:03,69,70,60,20,
04/02/2022,12:37:03,69,70,60,20,
04/02/2022,12:47:03,69,70,60,20,
04/02/2022,12:57:03,69,70,60,20,
04/02/2022,13:07:03,69,70,60,20,
04/02/2022,13:17:03,69,70,60,20,
04/02/2022,13:27:03,69,70,60,20,
04/02/2022,13:37:03,69,70,60,20,
04/02/2022,13:47:03,69,70,60,20,
04/02/2022,13:57:03,70,70,60,20,
04/02/2022,14:07:03,70,70,60,20,
04/02/2022,14:17:03,70,71,60,20,
04/02/2022,14:27:03,70,71,60,20,
04/02/2022,14:37:03,70,71,60,20,
04/02/2022,14:47:03,70,71,60,20,
04/02/2022,14:57:03,70,71,60,20,
04/02/2022,15:07:03,70,71,60,20,
04/02/2022,15:17:03,71,71,60,20,
04/02/2022,15:27:03,71,71,60,20,
04/02/2022,15:37:03,71,72,60,20,
04/02/2022,15:47:03,71,72,60,20,
04/02/2022,15:57:03,71,72,60,20,
04/02/2022,16:07:03,71,72,60,20,
04/02/2022,16:17:03,71,72,60,20,
04/02/2022,16:27:03,72,72,60,20,
04/02/2022,16:37:03,72,73,60,20,
04/02/2022,16:47:03,72,73,60,20,
04/02/2022,16:57:03,72,73,60,20,
04/02/2022,17:07:03,72,73,60,20,
04/02/2022,17:17:03,72,73,60,20,
04/02/2022,17:27:03,72,73,60,20,
04/02/2022,17:37:03,72,73,60,20,
04/02/2022,17:47:03,72,73,60,20,
04/02/2022,17:57:03,72,73,60,20,
04/02/2022,18:07:03,72,73,60,20,
04/02/2022,18:17:03,72,74,60,20,
04/02/2022,18:27:03,73,74,60,20,
04/02/2022,18:37:03,73,74,60,20,
04/02/2022,18:47:03,73,74,60,20,
04/02/2022,18:57:03,73,74,60,20,
04/02/2022,19:07:03,73,74,60,20,
04/02/2022,19:17:03,73,74,60,20,
04/02/2022,19:27:03,73,74,60,20,
04/02/2022,19:37:03,73,74,60,20,
04/02/2022,19:47:04,73,74,60,20,
04/02/2022,19:57:04,73,75,60,20,
04/02/2022,20:07:04,73,75,60,20,
04/02/2022,20:17:04,73,75,60,20,
04/02/2022,20:27:04,74,75,60,20,
04/02/2022,20:37:04,74,75,60,20,
04/02/2022,20:47:04,73,75,60,20,
04/02/2022,20:57:04,74,75,60,20,
04/02/2022,21:07:04,73,75,60,20,
04/02/2022,21:17:04,73,75,60,20,
04/02/2022,21:27:04,73,75,60,20,
04/02/2022,21:37:04,73,75,60,20,
04/02/2022,21:47:04,73,75,60,20,
04/02/2022,21:57:04,73,74,60,20,
04/02/2022,22:07:04,73,74,60,20,
04/02/2022,22:17:04,73,74,60,20,
04/02/2022,22:27:04,73,74,60,20,
04/02/2022,22:37:04,73,74,60,20,
04/02/2022,22:47:04,72,74,60,20,
04/02/2022,22:57:04,72,74,60,20,
04/02/2022,23:07:04,72,73,60,20,
04/02/2022,23:17:04,72,73,60,20,
04/02/2022,23:27:04,72,73,60,20,
04/02/2022,23:37:04,72,73,60,20,
04/02/2022,23:47:04,72,73,60,20,
04/02/2022,23:57:04,72,73,60,20,
04/03/2022,00:07:04,72,73,60,20,
04/03/2022,00:17:04,72,73,60,20,
04/03/2022,00:27:04,71,73,60,20,
04/03/2022,00:37:04,71,73,60,20,
04/03/2022,00:47:04,71,73,60,20,
04/03/2022,00:57:04,71,73,60,20,
04/03/2022,01:07:04,71,72,60,20,
04/03/2022,01:17:04,71,72,60,20,
04/03/2022,01:27:04,71,72,60,20,
04/03/2022,01:37:05,71,72,60,20,
04/03/2022,01:47:05,71,72,60,20,
04/03/2022,01:57:05,71,72,60,20,
04/03/2022,02:07:05,71,72,60,20,
04/03/2022,02:17:05,71,72,60,20,
04/03/2022,02:27:05,70,72,60,20,
04/03/2022,02:37:05,70,72,60,20,
04/03/2022,02:47:05,70,72,60,20,
04/03/2022,02:57:05,70,71,60,20,
04/03/2022,03:07:05,70,71,60,20,
04/03/2022,03:17:05,70,71,60,20,
04/03/2022,03:27:05,70,71,60,20,
04/03/2022,03:37:05,69,71,60,20,
04/03/2022,03:47:05,69,71,60,20,
04/03/2022,03:57:05,69,71,60,20,
04/03/2022,04:07:05,69,71,60,20,
04/03/2022,04:17:05,69,71,60,20,
04/03/2022,04:27:05,69,70,60,20,
04/03/2022,04:37:05,69,70,60,20,
04/03/2022,04:47:05,69,70,60,20,
04/03/2022,04:57:05,68,70,60,20,
04/03/2022,05:07:05,68,70,60,20,
04/03/2022,05:17:05,68,70,60,20,
04/03/2022,05:27:05,68,70,60,20,
04/03/2022,05:37:05,68,70,60,20,
04/03/2022,05:47:05,68,69,60,20,
04/03/2022,05:57:05,68,69,60,20,
04/03/2022,06:07:05,68,69,60,20,
04/03/2022,06:17:05,67,69,60,20,
04/03/2022,06:27:05,67,69,60,20,
04/03/2022,06:37:06,67,69,60,20,
04/03/2022,06:47:06,67,69,60,20,
04/03/2022,06:57:06,67,69,60,20,
04/03/2022,07:07:06,67,69,60,20,
04/03/2022,07:17:06,67,69,60,20,
04/03/2022,07:27:06,67,68,60,20,
04/03/2022,07:37:06,67,68,60,20,
04/03/2022,07:47:06,67,68,60,20,
04/03/2022,07:57:06,67,68,60,20,
04/03/2022,08:07:06,67,68,60,20,
04/03/2022,08:17:06,67,68,60,20,
04/03/2022,08:27:06,67,68,60,20,
04/03/2022,08:37:06,67,68,60,20,
04/03/2022,08:47:06,68,68,60,20,
04/03/2022,08:57:06,68,68,60,20,
04/03/2022,09:07:06,68,69,60,20,
04/03/2022,09:17:06,69,69,60,20,
04/03/2022,09:27:06,69,69,60,20,
04/03/2022,09:37:06,69,69,60,20,
04/03/2022,09:47:06,69,69,60,20,
04/03/2022,09:57:06,69,69,60,20,
04/03/2022,10:07:06,69,70,60,20,
04/03/2022,10:17:06,69,70,60,20,
04/03/2022,10:27:06,69,70,60,20,
04/03/2022,10:37:06,70,70,60,20,
04/03/2022,10:47:06,70,70,60,20,
04/03/2022,10:57:06,69,70,60,20,
04/03/2022,11:07:06,70,70,60,20,
04/03/2022,11:17:07,70,70,60,20,
04/03/2022,11:27:07,70,70,60,20,
04/03/2022,11:37:07,70,70,60,20,
04/03/2022,11:47:07,70,70,60,20,
04/03/2022,11:57:07,70,70,60,20,
04/03/2022,12:07:07,70,70,60,20,
04/03/2022,12:17:07,70,70,60,20,
04/03/2022,12:27:07,70,71,60,20,
04/03/2022,12:37:07,70,71,60,20,
04/03/2022,12:47:07,70,71,60,20,
04/03/2022,12:57:07,70,71,60,20,
04/03/2022,13:07:07,70,71,60,20,
04/03/2022,13:17:07,70,71,60,20,
04/03/2022,13:27:07,70,71,60,20,
04/03/2022,13:37:07,70,71,60,20,
04/03/2022,13:47:07,70,71,60,20,
04/03/2022,13:57:07,70,71,60,20,
04/03/2022,14:07:07,71,71,60,20,
04/03/2022,14:17:07,71,72,60,20,
04/03/2022,14:27:07,71,72,60,20,
04/03/2022,14:37:07,71,72,60,20,
04/03/2022,14:47:07,71,72,60,20,
04/03/2022,14:57:07,71,72,60,20,
04/03/2022,15:07:07,71,72,60,20,
04/03/2022,15:17:07,72,72,60,20,
04/03/2022,15:27:07,72,72,60,20,
04/03/2022,15:37:07,72,73,60,20,
04/03/2022,15:47:07,72,73,60,20,
04/03/2022,15:57:07,72,73,60,20,
04/03/2022,16:07:07,72,73,60,20,
04/03/2022,16:17:07,72,73,60,20,
04/03/2022,16:27:07,72,73,60,20,
04/03/2022,16:37:07,72,73,60,20,
04/03/2022,16:47:07,73,73,60,20,
04/03/2022,16:57:07,72,73,60,20,
04/03/2022,17:07:07,73,74,60,20,
04/03/2022,17:17:07,73,74,60,20,
04/03/2022,17:27:07,73,74,60,20,
04/03/2022,17:37:07,73,74,60,20,
04/03/2022,17:47:07,73,74,60,20,
04/03/2022,17:57:07,73,74,60,20,
04/03/2022,18:07:07,73,74,60,20,
04/03/2022,18:17:07,-196,-196,60,20,
04/03/2022,18:27:08,-196,77,60,20,
04/03/2022,18:37:08,77,77,60,20,
04/03/2022,18:47:08,77,77,60,20,
04/03/2022,18:57:08,77,77,60,20,
04/03/2022,19:07:08,77,77,60,20,
04/03/2022,19:17:08,77,77,60,20,
04/03/2022,19:27:08,77,77,60,20,
04/03/2022,19:37:08,77,77,60,20,
04/03/2022,19:47:08,77,77,60,20,
04/03/2022,19:57:08,77,77,60,20,
04/03/2022,20:07:08,77,77,60,20,
04/03/2022,20:17:08,77,77,60,20,
04/03/2022,20:27:08,77,77,60,20,
04/03/2022,20:37:08,77,77,60,20,
04/03/2022,20:47:08,77,77,60,20,
04/03/2022,20:57:08,77,77,60,20,
04/03/2022,21:07:08,77,77,60,20,
04/03/2022,21:17:08,77,77,60,20,
04/03/2022,21:27:08,77,77,60,20,
04/03/2022,21:37:08,77,77,60,20,
04/03/2022,21:47:08,77,77,60,20,
04/03/2022,21:57:08,77,77,60,20,
04/03/2022,22:07:08,77,77,60,20,
04/03/2022,22:17:08,77,77,60,20,
04/03/2022,22:27:08,77,77,60,20,
04/03/2022,22:37:08,77,77,60,20,
04/03/2022,22:47:08,77,77,60,20,
04/03/2022,22:57:08,77,77,60,20,
04/03/2022,23:07:08,77,77,60,20,
04/03/2022,23:17:08,77,77,60,20,
04/03/2022,23:27:08,77,77,60,20,
04/03/2022,23:37:08,77,77,60,20,
04/03/2022,23:47:08,77,77,60,20,
04/03/2022,23:57:08,77,77,60,20,
04/04/2022,00:07:08,77,77,60,20,
04/04/2022,00:17:08,77,77,60,20,
04/04/2022,00:27:08,77,77,60,20,
04/04/2022,00:37:08,77,77,60,20,
04/04/2022,00:47:08,77,77,60,20,
04/04/2022,00:57:08,77,77,60,20,
04/04/2022,01:07:08,77,77,60,20,
04/04/2022,01:17:08,77,77,60,20,
04/04/2022,01:27:08,77,77,60,20,
04/04/2022,01:37:08,77,77,60,20,
04/04/2022,01:47:08,77,77,60,20,
04/04/2022,01:57:08,77,77,60,20,
04/04/2022,02:07:08,77,77,60,20,
04/04/2022,02:17:08,77,77,60,20,
04/04/2022,02:27:08,77,77,60,20,
04/04/2022,02:37:08,77,77,60,20,
04/04/2022,02:47:08,77,77,60,20,
04/04/2022,02:57:08,77,77,60,20,
04/04/2022,03:07:08,77,77,60,20,
04/04/2022,03:17:08,77,77,60,20,
04/04/2022,03:27:08,77,77,60,20,
04/04/2022,03:37:08,77,77,60,20,
04/04/2022,03:47:08,77,77,60,20,
04/04/2022,03:57:08,77,77,60,20,
04/04/2022,04:07:08,77,77,60,20,
04/04/2022,04:17:08,77,77,60,20,
04/04/2022,04:27:08,77,77,60,20,
04/04/2022,04:37:08,77,77,60,20,
04/04/2022,04:47:08,77,77,60,20,
04/04/2022,04:57:08,77,77,60,20,
04/04/2022,05:07:08,77,77,60,20,
04/04/2022,05:17:08,77,77,60,20,
04/04/2022,05:27:08,77,77,60,20,
04/04/2022,05:37:08,77,77,60,20,
04/04/2022,05:47:08,77,77,60,20,
04/04/2022,05:57:08,77,77,60,20,
04/04/2022,06:07:08,77,77,60,20,
04/04/2022,06:17:08,77,77,60,20,
04/04/2022,06:27:08,77,77,60,20,
04/04/2022,06:37:08,77,77,60,20,
04/04/2022,06:47:08,77,77,60,20,
04/04/2022,06:57:08,77,77,60,20,
04/04/2022,07:07:08,77,77,60,20,
04/04/2022,07:17:08,77,77,60,20,
04/04/2022,07:27:08,77,77,60,20,
04/04/2022,07:37:08,77,77,60,20,
04/04/2022,07:47:08,77,77,60,20,
04/04/2022,07:57:08,77,77,60,20,
04/04/2022,08:07:08,77,77,60,20,
04/04/2022,08:17:08,77,77,60,20,
04/04/2022,08:27:08,77,77,60,20,
04/04/2022,08:37:08,77,77,60,20,
04/04/2022,08:47:08,77,77,60,20,
04/04/2022,08:57:08,77,77,60,20,
04/04/2022,09:07:08,77,77,60,20,
04/04/2022,09:17:08,77,77,60,20,
04/04/2022,09:27:08,77,77,60,20,
04/04/2022,09:37:09,77,77,60,20,
04/04/2022,09:47:09,77,77,60,20,
04/04/2022,09:57:09,77,77,60,20,
04/04/2022,10:07:09,77,77,60,20,
04/04/2022,10:17:09,77,77,60,20,
04/04/2022,10:27:09,77,77,60,20,
04/04/2022,10:37:09,77,77,60,20,
04/04/2022,10:47:09,77,77,60,20,
04/04/2022,10:57:09,77,77,60,20,
04/04/2022,11:07:09,77,77,60,20,
04/04/2022,11:17:09,77,77,60,20,
04/04/2022,11:27:09,77,77,60,20,
04/04/2022,11:37:09,77,77,60,20,
04/04/2022,11:47:09,77,77,60,20,
04/04/2022,11:57:09,77,77,60,20,
04/04/2022,12:07:09,77,77,60,20,
04/04/2022,12:17:09,77,77,60,20,
04/04/2022,12:27:09,77,77,60,20,
04/04/2022,12:37:09,77,77,60,20,
04/04/2022,12:47:09,77,77,60,20,
04/04/2022,12:57:10,77,77,60,20,
04/04/2022,13:07:10,77,77,60,20,
04/04/2022,13:17:10,77,77,60,20,
04/04/2022,13:27:10,77,77,60,20,
04/04/2022,13:37:10,77,77,60,20,
04/04/2022,13:47:10,77,77,60,20,
04/04/2022,13:57:10,77,77,60,20,
04/04/2022,14:07:10,77,77,60,20,
04/04/2022,14:17:10,77,77,60,20,
04/04/2022,14:27:10,77,77,60,20,
04/04/2022,14:37:10,77,77,60,20,
04/04/2022,14:47:10,77,77,60,20,
04/04/2022,14:57:10,77,77,60,20,
04/04/2022,15:07:10,77,77,60,20,
04/04/2022,15:17:10,77,77,60,20,
04/04/2022,15:27:10,77,77,60,20,
04/04/2022,15:37:10,77,77,60,20,
04/04/2022,15:47:10,77,77,60,20,
04/04/2022,15:57:10,77,77,60,20,
04/04/2022,16:07:10,77,77,60,20,
04/04/2022,16:17:10,77,77,60,20,
04/04/2022,16:27:10,77,77,60,20,
04/04/2022,16:37:11,77,77,60,20,
04/04/2022,16:47:11,77,77,60,20,
04/04/2022,16:57:11,77,77,60,20,
04/04/2022,17:07:11,77,77,60,20,
04/04/2022,17:17:11,77,77,60,20,
04/04/2022,17:27:11,77,77,60,20,
04/04/2022,17:37:11,77,77,60,20,
04/04/2022,17:47:11,77,77,60,20,
04/04/2022,17:57:11,77,77,60,20,
04/04/2022,18:07:11,77,77,60,20,
04/04/2022,18:17:11,77,77,60,20,
04/04/2022,18:27:11,77,77,60,20,
04/04/2022,18:37:11,77,77,60,20,
04/04/2022,18:47:11,77,77,60,20,
04/04/2022,18:57:11,77,77,60,20,
04/04/2022,19:07:11,77,77,60,20,
04/04/2022,19:17:11,77,77,60,20,
04/04/2022,19:27:11,77,77,60,20,
04/04/2022,19:37:11,77,77,60,20,
04/04/2022,19:47:11,77,77,60,20,
04/04/2022,19:57:11,77,77,60,20,
04/04/2022,20:07:11,77,77,60,20,
04/04/2022,20:17:11,77,77,60,20,
04/04/2022,20:27:12,77,77,60,20,
04/04/2022,20:37:12,77,77,60,20,
04/04/2022,20:47:12,77,77,60,20,
04/04/2022,20:57:12,77,77,60,20,
04/04/2022,21:07:12,77,77,60,20,
04/04/2022,21:17:12,77,77,60,20,
04/04/2022,21:27:12,77,77,60,20,
04/04/2022,21:37:12,77,77,60,20,
04/04/2022,21:47:12,77,77,60,20,
04/04/2022,21:57:12,77,77,60,20,
04/04/2022,22:07:12,77,77,60,20,
04/04/2022,22:17:12,77,77,60,20,
04/04/2022,22:27:12,77,77,60,20,
04/04/2022,22:37:12,77,77,60,20,
04/04/2022,22:47:12,77,77,60,20,
04/04/2022,22:57:12,77,77,60,20,
04/04/2022,23:07:12,77,77,60,20,
04/04/2022,23:17:12,77,77,60,20,
04/04/2022,23:27:12,77,77,60,20,
04/04/2022,23:37:12,77,77,60,20,
04/04/2022,23:47:12,77,77,60,20,
04/04/2022,23:57:12,77,77,60,20,
04/05/2022,00:07:12,77,77,60,20,
04/05/2022,00:17:12,77,77,60,20,
04/05/2022,00:27:12,77,77,60,20,
04/05/2022,00:37:12,77,77,60,20,
04/05/2022,00:47:12,77,77,60,20,
04/05/2022,00:57:12,77,77,60,20,
04/05/2022,01:07:12,77,77,60,20,
04/05/2022,01:17:12,77,77,60,20,
04/05/2022,01:27:12,77,77,60,20,
04/05/2022,01:37:12,77,77,60,20,
04/05/2022,01:47:12,77,77,60,20,
04/05/2022,01:57:12,77,77,60,20,
04/05/2022,02:07:13,77,77,60,20,
04/05/2022,02:17:13,77,77,60,20,
04/05/2022,02:27:13,77,77,60,20,
04/05/2022,02:37:13,77,77,60,20,
04/05/2022,02:47:13,77,77,60,20,
04/05/2022,02:57:13,77,77,60,20,
04/05/2022,03:07:13,77,77,60,20,
04/05/2022,03:17:13,77,77,60,20,
04/05/2022,03:27:13,77,77,60,20,
04/05/2022,03:37:13,77,77,60,20,
04/05/2022,03:47:13,77,77,60,20,
04/05/2022,03:57:13,77,77,60,20,
04/05/2022,04:07:13,77,77,60,20,
04/05/2022,04:17:13,77,77,60,20,
04/05/2022,04:27:13,77,77,60,20,
04/05/2022,04:37:13,77,77,60,20,
04/05/2022,04:47:13,77,77,60,20,
04/05/2022,04:57:13,77,77,60,20,
04/05/2022,05:07:13,77,77,60,20,
04/05/2022,05:17:13,77,77,60,20,
04/05/2022,05:27:13,77,77,60,20,
04/05/2022,05:37:13,77,77,60,20,
04/05/2022,05:47:13,77,77,60,20,
04/05/2022,05:57:13,77,77,60,20,
04/05/2022,06:07:13,77,77,60,20,
04/05/2022,06:17:13,77,77,60,20,
04/05/2022,06:27:13,77,77,60,20,
04/05/2022,06:37:13,77,77,60,20,
04/05/2022,06:47:13,77,77,60,20,
04/05/2022,06:57:13,77,77,60,20,
04/05/2022,07:07:13,77,77,60,20,
04/05/2022,07:17:13,77,77,60,20,
04/05/2022,07:27:13,77,77,60,20,
04/05/2022,07:37:13,77,77,60,20,
04/05/2022,07:47:13,77,77,60,20,
04/05/2022,07:57:13,77,77,60,20,
04/05/2022,08:07:13,77,77,60,20,
04/05/2022,08:17:13,77,77,60,20,
04/05/2022,08:27:13,77,77,60,20,
04/05/2022,08:37:13,77,77,60,20,
04/05/2022,08:47:13,77,77,60,20,
04/05/2022,08:57:13,77,77,60,20,
04/05/2022,09:07:13,77,77,60,20,
04/05/2022,09:17:14,77,77,60,20,
