Date,Time,ESP32 Temp 1,ESP32 Temp 2,ESP32 Set Point,ESP32 Tree Range,
03/08/2022,23:00:25,71,72,60,20,
03/08/2022,23:10:25,71,72,60,20,
03/08/2022,23:20:25,71,72,60,20,
03/08/2022,23:30:25,71,72,60,20,
03/08/2022,23:40:25,71,72,60,20,
03/08/2022,23:50:25,71,72,60,20,
03/09/2022,00:00:25,71,72,60,20,
03/09/2022,00:10:25,71,72,60,20,
03/09/2022,00:20:25,71,72,60,20,
03/09/2022,00:30:25,71,72,60,20,
03/09/2022,00:40:25,71,72,60,20,
03/09/2022,00:50:25,71,71,60,20,
03/09/2022,01:00:25,71,71,60,20,
03/09/2022,01:10:25,70,71,60,20,
03/09/2022,01:20:25,70,71,60,20,
03/09/2022,01:30:25,70,71,60,20,
03/09/2022,01:40:25,70,71,60,20,
03/09/2022,01:50:25,70,71,60,20,
03/09/2022,02:00:25,70,71,60,20,
03/09/2022,02:10:25,70,71,60,20,
03/09/2022,02:20:25,70,71,60,20,
03/09/2022,02:30:25,70,70,60,20,
03/09/2022,02:40:25,70,70,60,20,
03/09/2022,02:50:25,70,70,60,20,
03/09/2022,03:00:25,69,70,60,20,
03/09/2022,03:10:25,70,70,60,20,
03/09/2022,03:20:25,69,70,60,20,
03/09/2022,03:30:25,69,70,60,20,
03/09/2022,03:40:25,69,70,60,20,
03/09/2022,03:50:25,69,70,60,20,
03/09/2022,04:00:25,69,70,60,20,
03/09/2022,04:10:25,69,70,60,20,
03/09/2022,04:20:25,69,69,60,20,
03/09/2022,04:30:25,68,69,60,20,
03/09/2022,04:40:25,68,69,60,20,
03/09/2022,04:50:25,68,69,60,20,
03/09/2022,05:00:25,68,69,60,20,
03/09/2022,05:10:25,68,69,60,20,
03/09/2022,05:20:25,68,70,60,20,
03/09/2022,05:30:25,68,70,60,20,
03/09/2022,05:40:25,68,71,60,20,
03/09/2022,05:50:25,68,71,60,20,
03/09/2022,06:00:25,68,71,60,20,
03/09/2022,06:10:25,68,72,60,20,
03/09/2022,06:20:25,68,72,60,20,
03/09/2022,06:30:25,68,72,60,20,
03/09/2022,06:40:25,68,72,60,20,
03/09/2022,06:50:25,68,72,60,20,
03/09/2022,07:00:25,68,72,60,20,
03/09/2022,07:10:25,68,73,60,20,
03/09/2022,07:20:25,68,73,60,20,
03/09/2022,07:30:25,68,73,60,20,
03/09/2022,07:40:25,68,73,60,20,
03/09/2022,07:50:25,68,73,60,20,
03/09/2022,08:00:25,68,73,60,20,
03/09/2022,08:10:25,68,73,60,20,
03/09/2022,08:20:25,67,71,60,20,
03/09/2022,08:30:25,68,73,60,20,
03/09/2022,08:40:25,69,73,60,20,
03/09/2022,08:50:25,69,74,60,20,
03/09/2022,09:00:25,69,74,60,20,
03/09/2022,09:10:25,70,74,60,20,
03/09/2022,09:20:25,70,74,60,20,
03/09/2022,09:30:25,71,75,60,20,
03/09/2022,09:40:25,71,75,60,20,
03/09/2022,09:50:25,72,75,60,20,
03/09/2022,10:00:25,72,76,60,20,
03/09/2022,10:10:25,72,76,60,20,
03/09/2022,10:20:25,72,76,60,20,
03/09/2022,10:30:25,72,75,60,20,
03/09/2022,10:40:25,72,75,60,20,

03/09/2022,11:09:56,72,75,60,20,

03/09/2022,11:31:58,73,75,60,20,
03/09/2022,11:41:58,73,75,60,20,
03/09/2022,11:51:58,73,75,60,20,
03/09/2022,12:01:58,73,75,60,20,

03/09/2022,12:26:57,73,75,60,20,
03/09/2022,12:36:57,73,75,60,20,
03/09/2022,12:46:57,73,75,60,20,
03/09/2022,12:56:57,73,75,60,20,
03/09/2022,13:06:57,73,75,60,20,
03/09/2022,13:16:57,73,75,60,20,
03/09/2022,13:26:57,73,75,60,20,
03/09/2022,13:36:57,73,74,60,20,
03/09/2022,13:46:57,73,75,60,20,
03/09/2022,13:56:57,73,74,60,20,
03/09/2022,14:06:57,73,75,60,20,
03/09/2022,14:16:57,73,75,60,20,
03/09/2022,14:26:57,73,75,60,20,
03/09/2022,14:36:57,73,75,60,20,
03/09/2022,14:46:57,73,75,60,20,
03/09/2022,14:56:57,73,75,60,20,
03/09/2022,15:06:57,73,75,60,20,
03/09/2022,15:16:57,74,75,60,20,
03/09/2022,15:26:57,74,75,60,20,
03/09/2022,15:36:57,74,75,60,20,
03/09/2022,15:46:57,74,75,60,20,
03/09/2022,15:56:57,74,75,60,20,
03/09/2022,16:06:57,74,75,60,20,
03/09/2022,16:16:57,74,75,60,20,
03/09/2022,16:26:57,74,75,60,20,
03/09/2022,16:36:57,74,75,60,20,
03/09/2022,16:46:57,74,75,60,20,

03/11/2022,08:26:44,70,74,70,20,
03/11/2022,08:36:44,71,75,70,20,
03/11/2022,08:46:44,71,75,70,20,
03/11/2022,08:56:44,71,75,70,20,
03/11/2022,09:06:44,71,75,70,20,

03/11/2022,09:34:44,72,75,70,20,
03/11/2022,09:44:44,72,75,70,20,
03/11/2022,09:54:44,72,75,70,20,
03/11/2022,10:04:44,72,74,70,20,
03/11/2022,10:14:44,72,74,70,20,
03/11/2022,10:24:44,72,73,70,20,
03/11/2022,10:34:44,72,73,70,20,
03/11/2022,10:44:44,72,73,70,20,
03/11/2022,10:54:44,72,73,70,20,
03/11/2022,11:04:44,72,73,70,20,
03/11/2022,11:14:44,72,73,70,20,
03/11/2022,11:24:44,72,73,70,20,
03/11/2022,11:34:44,72,73,70,20,

03/11/2022,12:04:28,72,73,70,20,
03/11/2022,12:14:28,72,73,70,20,
03/11/2022,12:24:28,72,73,70,20,
03/11/2022,12:34:28,72,73,70,20,
03/11/2022,12:44:28,72,73,70,20,
03/11/2022,12:54:28,72,73,70,20,
03/11/2022,13:04:28,72,73,70,20,
03/11/2022,13:14:28,72,73,70,20,
03/11/2022,13:24:28,73,73,70,20,
03/11/2022,13:34:28,72,73,70,20,
03/11/2022,13:44:28,73,73,70,20,
03/11/2022,13:54:28,73,73,70,20,
03/11/2022,14:04:28,73,73,70,20,
03/11/2022,14:14:28,73,73,70,20,
03/11/2022,14:24:28,73,73,70,20,
03/11/2022,14:34:28,73,73,70,20,
03/11/2022,14:44:28,73,74,70,20,
03/11/2022,14:54:28,73,74,70,20,
03/11/2022,15:04:28,73,74,70,20,
03/11/2022,15:14:28,73,74,70,20,
03/11/2022,15:24:28,73,74,70,20,
03/11/2022,15:34:29,73,74,70,20,
03/11/2022,15:44:29,73,74,70,20,
03/11/2022,15:54:29,73,74,70,20,
03/11/2022,16:04:29,73,74,70,20,
03/11/2022,16:14:29,73,74,70,20,
03/11/2022,16:24:29,73,74,70,20,
03/11/2022,16:34:29,73,74,70,20,
03/11/2022,16:44:29,73,74,70,20,
03/11/2022,16:54:29,73,74,70,20,
03/11/2022,17:04:29,73,74,70,20,
03/11/2022,17:14:29,73,74,70,20,
03/11/2022,17:24:29,73,74,70,20,
03/11/2022,17:34:29,73,74,70,20,
03/11/2022,17:44:29,73,74,70,20,
03/11/2022,17:54:29,73,74,70,20,
03/11/2022,18:04:29,73,74,70,20,
03/11/2022,18:14:29,73,74,70,20,
03/11/2022,18:24:29,73,74,70,20,
03/11/2022,18:34:29,73,74,70,20,
03/11/2022,18:44:29,73,74,70,20,
03/11/2022,18:54:29,73,74,70,20,
03/11/2022,19:04:29,73,74,70,20,
03/11/2022,19:14:29,73,74,70,20,
03/11/2022,19:24:29,73,74,70,20,
03/11/2022,19:34:29,73,74,70,20,
03/11/2022,19:44:29,73,74,70,20,
03/11/2022,19:54:29,73,74,70,20,
03/11/2022,20:04:29,73,74,70,20,
03/11/2022,20:14:29,73,74,70,20,
03/11/2022,20:24:29,72,73,70,20,
03/11/2022,20:34:29,73,73,70,20,
03/11/2022,20:44:29,73,73,70,20,
03/11/2022,20:54:29,73,73,70,20,
03/11/2022,21:04:29,73,73,70,20,
03/11/2022,21:14:29,73,73,70,20,
03/11/2022,21:24:29,73,73,70,20,
03/11/2022,21:34:29,73,73,70,20,
03/11/2022,21:44:29,73,73,70,20,
03/11/2022,21:54:29,73,73,70,20,
03/11/2022,22:04:29,73,73,70,20,
03/11/2022,22:14:29,73,73,70,20,
03/11/2022,22:24:29,72,73,70,20,
03/11/2022,22:34:29,72,73,70,20,
03/11/2022,22:44:29,72,73,70,20,
03/11/2022,22:54:29,72,73,70,20,
03/11/2022,23:04:29,72,73,70,20,
03/11/2022,23:14:29,72,73,70,20,
03/11/2022,23:24:29,72,72,70,20,
03/11/2022,23:34:29,72,72,70,20,
03/11/2022,23:44:29,72,72,70,20,
03/11/2022,23:54:29,72,72,70,20,
03/12/2022,00:04:29,72,72,70,20,
03/12/2022,00:14:29,71,72,70,20,
03/12/2022,00:24:29,71,72,70,20,
03/12/2022,00:34:29,71,72,70,20,
03/12/2022,00:44:29,71,72,70,20,
03/12/2022,00:54:29,71,72,70,20,
03/12/2022,01:04:29,71,71,70,20,
03/12/2022,01:14:29,71,71,70,20,
03/12/2022,01:24:29,71,71,70,20,
03/12/2022,01:34:29,71,71,70,20,
03/12/2022,01:44:29,71,71,70,20,
03/12/2022,01:54:29,71,71,70,20,
03/12/2022,02:04:29,70,71,70,20,
03/12/2022,02:14:29,70,71,70,20,
03/12/2022,02:24:29,70,71,70,20,
03/12/2022,02:34:29,70,71,70,20,
03/12/2022,02:44:29,70,71,70,20,
03/12/2022,02:54:29,70,70,70,20,
03/12/2022,03:04:29,70,70,70,20,
03/12/2022,03:14:29,70,70,70,20,
03/12/2022,03:24:29,70,70,70,20,
03/12/2022,03:34:29,70,70,70,20,
03/12/2022,03:44:29,69,70,70,20,
03/12/2022,03:54:29,69,70,70,20,
03/12/2022,04:04:29,69,70,70,20,
03/12/2022,04:14:29,69,69,70,20,
03/12/2022,04:24:29,69,69,70,20,
03/12/2022,04:34:29,69,69,70,20,
03/12/2022,04:44:29,69,69,70,20,
03/12/2022,04:54:29,68,69,70,20,
03/12/2022,05:04:29,68,69,70,20,
03/12/2022,05:14:29,68,69,70,20,
03/12/2022,05:24:29,68,69,70,20,
03/12/2022,05:34:29,68,68,70,20,
03/12/2022,05:44:29,68,68,70,20,
03/12/2022,05:54:29,68,68,70,20,
03/12/2022,06:04:29,67,68,70,20,
03/12/2022,06:14:29,67,68,70,20,
03/12/2022,06:24:29,67,68,70,20,
03/12/2022,06:34:29,67,68,70,20,
03/12/2022,06:44:29,67,69,70,20,
03/12/2022,06:54:29,67,70,70,20,
03/12/2022,07:04:29,68,70,70,20,
03/12/2022,07:14:29,68,71,70,20,
03/12/2022,07:24:29,68,71,70,20,
03/12/2022,07:34:29,68,72,70,20,
03/12/2022,07:44:29,68,72,70,20,
03/12/2022,07:54:29,69,72,70,20,
03/12/2022,08:04:29,69,72,70,20,

03/12/2022,08:50:20,70,74,70,20,
03/12/2022,09:00:20,70,74,70,20,
03/12/2022,09:10:20,70,74,70,20,

03/12/2022,09:34:37,71,75,70,20,
03/12/2022,09:44:37,72,75,70,20,
03/12/2022,09:54:37,72,75,70,20,
03/12/2022,10:04:37,72,74,70,20,
03/12/2022,10:14:37,72,74,70,20,
03/12/2022,10:24:37,72,73,70,20,
03/12/2022,10:34:37,72,73,70,20,


03/12/2022,11:05:37,72,73,70,20,
03/12/2022,11:15:37,72,73,70,20,
03/12/2022,11:25:37,72,72,70,20,
03/12/2022,11:35:37,72,72,70,20,
03/12/2022,11:45:37,72,72,70,20,
03/12/2022,11:55:37,72,72,70,20,
03/12/2022,12:05:37,72,72,70,20,
03/12/2022,12:15:37,72,72,70,20,
03/12/2022,12:25:37,72,72,70,20,
03/12/2022,12:35:37,72,72,70,20,
03/12/2022,12:45:37,72,73,70,20,
03/12/2022,12:55:37,72,73,70,20,
03/12/2022,13:05:37,72,73,70,20,
03/12/2022,13:15:37,72,73,70,20,
03/12/2022,13:25:37,72,73,70,20,
03/12/2022,13:35:37,72,73,70,20,
03/12/2022,13:45:37,72,73,70,20,
03/12/2022,13:55:37,72,73,70,20,
03/12/2022,14:05:37,72,73,70,20,
03/12/2022,14:15:37,72,73,70,20,
03/12/2022,14:25:37,72,73,70,20,
03/12/2022,14:35:37,72,73,70,20,
03/12/2022,14:45:37,72,73,70,20,
03/12/2022,14:55:37,73,73,70,20,
03/12/2022,15:05:37,73,73,70,20,
03/12/2022,15:15:37,73,73,70,20,
03/12/2022,15:25:37,73,74,70,20,
03/12/2022,15:35:37,73,74,70,20,
03/12/2022,15:45:37,73,74,70,20,

03/12/2022,16:17:18,73,74,70,20,
03/12/2022,16:27:18,73,74,70,20,
03/12/2022,16:37:18,73,74,70,20,
03/12/2022,16:47:18,73,74,70,20,
03/12/2022,16:57:18,73,74,70,20,
03/12/2022,17:07:18,73,74,70,20,
03/12/2022,17:17:18,73,74,70,20,
03/12/2022,17:27:18,73,74,70,20,
03/12/2022,17:37:18,73,74,70,20,
03/12/2022,17:47:18,73,74,70,20,
03/12/2022,17:57:18,73,74,70,20,
03/12/2022,18:07:18,73,74,70,20,
03/12/2022,18:17:18,73,74,70,20,
03/12/2022,18:27:18,73,74,70,20,
03/12/2022,18:37:18,73,74,70,20,
03/12/2022,18:47:18,73,74,70,20,
03/12/2022,18:57:18,73,74,70,20,
03/12/2022,19:07:18,73,74,70,20,
03/12/2022,19:17:18,73,73,70,20,
03/12/2022,19:27:18,72,73,70,20,
03/12/2022,19:37:18,72,73,70,20,
03/12/2022,19:47:18,72,73,70,20,
03/12/2022,19:57:18,72,73,70,20,
03/12/2022,20:07:18,71,73,70,20,
03/12/2022,20:17:18,71,72,70,20,
03/12/2022,20:27:18,71,72,70,20,
03/12/2022,20:37:18,71,72,70,20,
03/12/2022,20:47:18,71,72,70,20,
03/12/2022,20:57:18,71,72,70,20,
03/12/2022,21:07:18,69,71,70,20,
03/12/2022,21:17:18,69,71,70,20,
03/12/2022,21:27:18,70,71,70,20,
03/12/2022,21:37:18,70,71,70,20,
03/12/2022,21:47:18,70,71,70,20,
03/12/2022,21:57:18,70,71,70,20,
03/12/2022,22:07:18,70,71,70,20,
03/12/2022,22:17:18,70,71,70,20,
03/12/2022,22:27:18,70,71,70,20,
03/12/2022,22:37:18,70,71,70,20,
03/12/2022,22:47:18,70,71,70,20,
03/12/2022,22:57:18,70,71,70,20,
03/12/2022,23:07:18,70,71,70,20,
03/12/2022,23:17:18,70,71,70,20,
03/12/2022,23:27:18,70,70,70,20,
03/12/2022,23:37:18,70,70,70,20,
03/12/2022,23:47:18,69,70,70,20,
03/12/2022,23:57:18,69,70,70,20,
03/13/2022,00:07:18,69,70,70,20,
03/13/2022,00:17:18,69,70,70,20,
03/13/2022,00:27:18,69,70,70,20,
03/13/2022,00:37:18,69,70,70,20,
03/13/2022,00:47:18,69,70,70,20,
03/13/2022,00:57:18,69,69,70,20,
03/13/2022,01:07:18,69,69,70,20,
03/13/2022,01:17:18,69,69,70,20,
03/13/2022,01:27:18,69,69,70,20,
03/13/2022,01:37:18,69,69,70,20,
03/13/2022,01:47:18,69,69,70,20,
03/13/2022,01:57:18,69,69,70,20,
03/13/2022,03:07:18,68,69,70,20,
03/13/2022,03:17:18,68,69,70,20,
03/13/2022,03:27:18,68,69,70,20,
03/13/2022,03:37:18,68,69,70,20,
03/13/2022,03:47:18,68,69,70,20,
03/13/2022,03:57:18,68,69,70,20,
03/13/2022,04:07:18,68,69,70,20,
03/13/2022,04:17:18,68,68,70,20,
03/13/2022,04:27:18,68,69,70,20,
03/13/2022,04:37:18,68,70,70,20,
03/13/2022,04:47:18,68,71,70,20,
03/13/2022,04:57:18,69,71,70,20,
03/13/2022,05:07:18,69,72,70,20,
03/13/2022,05:17:18,69,73,70,20,
03/13/2022,05:27:18,70,73,70,20,
03/13/2022,05:37:18,70,73,70,20,
03/13/2022,05:47:18,70,74,70,20,
03/13/2022,05:57:18,70,74,70,20,
03/13/2022,06:07:18,70,74,70,20,
03/13/2022,06:17:18,70,74,70,20,
03/13/2022,06:27:18,71,74,70,20,
03/13/2022,06:37:18,71,75,70,20,
03/13/2022,06:47:18,71,75,70,20,
03/13/2022,06:57:18,71,75,70,20,
03/13/2022,07:07:18,71,75,70,20,
03/13/2022,07:17:18,71,75,70,20,
03/13/2022,07:27:18,71,75,70,20,
03/13/2022,07:37:18,71,74,70,20,
03/13/2022,07:47:18,71,74,70,20,
03/13/2022,07:57:18,71,73,70,20,
03/13/2022,08:07:18,71,73,70,20,
03/13/2022,08:17:18,70,72,70,20,
03/13/2022,08:27:18,70,72,70,20,
03/13/2022,08:37:18,70,71,70,20,
03/13/2022,08:47:18,70,71,70,20,
03/13/2022,08:57:18,70,71,70,20,
03/13/2022,09:07:18,70,72,70,20,
03/13/2022,09:17:18,70,73,70,20,
03/13/2022,09:27:18,70,73,70,20,

03/13/2022,09:59:59,71,75,70,20,
03/13/2022,10:09:59,71,75,70,20,
03/13/2022,10:19:59,71,74,70,20,
03/13/2022,10:29:59,71,74,70,20,
03/13/2022,10:39:59,71,73,70,20,
03/13/2022,10:49:59,71,73,70,20,

03/13/2022,11:11:47,71,73,70,20,
03/13/2022,11:21:47,71,73,70,20,
03/13/2022,11:31:47,71,72,70,20,
03/13/2022,11:41:47,71,72,70,20,
03/13/2022,11:51:47,71,72,70,20,
03/13/2022,12:01:47,71,72,70,20,
03/13/2022,12:11:47,71,72,70,20,
03/13/2022,12:21:47,71,72,70,20,
03/13/2022,12:31:47,72,72,70,20,
03/13/2022,12:41:47,71,72,70,20,
03/13/2022,12:51:47,72,72,70,20,
03/13/2022,13:01:47,72,72,70,20,
03/13/2022,13:11:47,72,72,70,20,
03/13/2022,13:21:47,72,72,70,20,
03/13/2022,13:31:47,72,72,70,20,
03/13/2022,13:41:47,72,72,70,20,
03/13/2022,13:51:47,72,72,70,20,
03/13/2022,14:01:47,72,72,70,20,
03/13/2022,14:11:47,72,72,70,20,
03/13/2022,14:21:47,72,72,70,20,
03/13/2022,14:31:47,72,72,70,20,
03/13/2022,14:41:47,72,72,70,20,
03/13/2022,14:51:47,72,72,70,20,
03/13/2022,15:01:47,72,72,70,20,
03/13/2022,15:11:47,72,73,70,20,
03/13/2022,15:21:47,72,73,70,20,
03/13/2022,15:31:47,72,73,70,20,
03/13/2022,15:41:47,72,73,70,20,
03/13/2022,15:51:47,72,73,70,20,
03/13/2022,16:01:47,72,73,70,20,
03/13/2022,16:11:47,72,73,70,20,
03/13/2022,16:21:47,72,73,70,20,
03/13/2022,16:31:47,72,73,70,20,
03/13/2022,16:41:47,72,73,70,20,
03/13/2022,16:51:47,72,73,70,20,
03/13/2022,17:01:47,72,73,70,20,
03/13/2022,17:11:47,72,73,70,20,
03/13/2022,17:21:47,73,73,70,20,
03/13/2022,17:31:47,73,73,70,20,
03/13/2022,17:41:47,73,73,70,20,
03/13/2022,17:51:47,72,73,70,20,
03/13/2022,18:01:47,73,73,70,20,
03/13/2022,18:11:47,73,73,70,20,
03/13/2022,18:21:47,73,73,70,20,
03/13/2022,18:31:47,73,74,70,20,
03/13/2022,18:41:47,73,74,70,20,
03/13/2022,18:51:47,73,74,70,20,
03/13/2022,19:01:47,73,74,70,20,
03/13/2022,19:11:47,73,74,70,20,
03/13/2022,19:21:47,73,74,70,20,
03/13/2022,19:31:47,73,74,70,20,
03/13/2022,19:41:47,73,74,70,20,
03/13/2022,19:51:47,73,74,70,20,
03/13/2022,20:01:47,73,74,70,20,
03/13/2022,20:11:47,73,74,70,20,
03/13/2022,20:21:47,73,74,70,20,
03/13/2022,20:31:47,73,74,70,20,
03/13/2022,20:41:47,73,74,70,20,
03/13/2022,20:51:47,73,74,70,20,
03/13/2022,21:01:47,73,74,70,20,
03/13/2022,21:11:47,73,74,70,20,
03/13/2022,21:21:47,73,74,70,20,
03/13/2022,21:31:47,73,74,70,20,
03/13/2022,21:41:47,73,74,70,20,
03/13/2022,21:51:47,73,74,70,20,
03/13/2022,22:01:47,73,74,70,20,
03/13/2022,22:11:47,73,74,70,20,
03/13/2022,22:21:47,73,74,70,20,
03/13/2022,22:31:47,73,73,70,20,
03/13/2022,22:41:48,73,73,70,20,
03/13/2022,22:51:48,73,73,70,20,
03/13/2022,23:01:48,73,73,70,20,
03/13/2022,23:11:48,73,73,70,20,
03/13/2022,23:21:48,73,73,70,20,
03/13/2022,23:31:48,72,73,70,20,
03/13/2022,23:41:48,72,73,70,20,
03/13/2022,23:51:48,72,73,70,20,
03/14/2022,00:01:48,72,72,70,20,
03/14/2022,00:11:48,71,72,70,20,
03/14/2022,00:21:48,71,72,70,20,
03/14/2022,00:31:48,71,72,70,20,
03/14/2022,00:41:48,71,72,70,20,
03/14/2022,00:51:48,71,72,70,20,
03/14/2022,01:01:48,71,72,70,20,
03/14/2022,01:11:48,71,71,70,20,
03/14/2022,01:21:48,71,71,70,20,
03/14/2022,01:31:48,70,71,70,20,
03/14/2022,01:41:48,70,71,70,20,
03/14/2022,01:51:48,70,71,70,20,
03/14/2022,02:01:48,70,71,70,20,
03/14/2022,02:11:48,70,71,70,20,
03/14/2022,02:21:48,70,71,70,20,
03/14/2022,02:31:48,70,70,70,20,
03/14/2022,02:41:48,70,70,70,20,
03/14/2022,02:51:48,70,70,70,20,
03/14/2022,03:01:48,69,70,70,20,
03/14/2022,03:11:48,69,70,70,20,
03/14/2022,03:21:48,69,70,70,20,
03/14/2022,03:31:48,69,70,70,20,
03/14/2022,03:41:48,69,70,70,20,
03/14/2022,03:51:48,69,69,70,20,
03/14/2022,04:01:48,68,69,70,20,
03/14/2022,04:11:48,68,69,70,20,
03/14/2022,04:21:48,68,69,70,20,
03/14/2022,04:31:48,68,69,70,20,
03/14/2022,04:41:48,68,69,70,20,
03/14/2022,04:51:48,68,68,70,20,
03/14/2022,05:01:48,68,68,70,20,
03/14/2022,05:11:48,68,69,70,20,
03/14/2022,05:21:48,68,70,70,20,
03/14/2022,05:31:48,68,71,70,20,
03/14/2022,05:41:48,68,71,70,20,
03/14/2022,05:51:48,68,72,70,20,
03/14/2022,06:01:48,69,72,70,20,
03/14/2022,06:11:48,69,72,70,20,
03/14/2022,06:21:48,69,72,70,20,
03/14/2022,06:31:48,69,72,70,20,
03/14/2022,06:41:48,69,72,70,20,
03/14/2022,06:51:48,69,73,70,20,
03/14/2022,07:01:48,69,73,70,20,
03/14/2022,07:11:48,69,73,70,20,
03/14/2022,07:21:48,69,73,70,20,
03/14/2022,07:31:48,69,73,70,20,
03/14/2022,07:41:48,69,73,70,20,
03/14/2022,07:51:48,69,73,70,20,
03/14/2022,08:01:48,69,73,70,20,
03/14/2022,08:11:48,69,73,70,20,
03/14/2022,08:21:48,69,73,70,20,
03/14/2022,08:31:48,70,73,70,20,
03/14/2022,08:41:48,70,74,70,20,
03/14/2022,08:51:48,70,74,70,20,
03/14/2022,09:01:48,70,74,70,20,
03/14/2022,09:11:48,70,74,70,20,
03/14/2022,09:21:48,70,74,70,20,
03/14/2022,09:31:48,71,74,70,20,
03/14/2022,09:41:48,71,75,70,20,
03/14/2022,09:51:48,71,75,70,20,
03/14/2022,10:01:48,71,75,70,20,
03/14/2022,10:11:48,71,75,70,20,
03/14/2022,10:21:48,72,75,70,20,
03/14/2022,10:31:48,72,74,70,20,
03/14/2022,10:41:48,72,74,70,20,
03/14/2022,10:51:48,72,74,70,20,
03/14/2022,11:01:48,72,73,70,20,
03/14/2022,11:11:48,72,73,70,20,
03/14/2022,11:21:48,72,73,70,20,
03/14/2022,11:31:48,72,73,70,20,
03/14/2022,11:41:48,72,73,70,20,
03/14/2022,11:51:48,72,72,70,20,
03/14/2022,12:01:48,72,72,70,20,
03/14/2022,12:11:48,72,72,70,20,
03/14/2022,12:21:48,72,72,70,20,
03/14/2022,12:31:48,72,72,70,20,
03/14/2022,12:41:48,72,72,70,20,
03/14/2022,12:51:48,72,72,70,20,
03/14/2022,13:01:48,72,72,70,20,
03/14/2022,13:11:48,73,72,70,20,
03/14/2022,13:21:48,72,72,70,20,
03/14/2022,13:31:48,72,73,70,20,
03/14/2022,13:41:48,73,73,70,20,
03/14/2022,13:51:48,73,73,70,20,
03/14/2022,14:01:48,73,73,70,20,
03/14/2022,14:11:48,73,73,70,20,
03/14/2022,14:21:48,73,73,70,20,
03/14/2022,14:31:48,73,73,70,20,
03/14/2022,14:41:48,73,73,70,20,
03/14/2022,14:51:48,73,73,70,20,
03/14/2022,15:01:48,73,73,70,20,
03/14/2022,15:11:48,73,73,70,20,
